"2015-01-19T14:15:00+0530",8564.15,8565.55,8543.45,8551.45,0
"2015-01-19T15:15:00+0530",8550.85,8552.9,8546.4,8550.3,0
"2015-01-20T09:15:00+0530",8575.1,8599.2,8574.65,8598.3,0
"2015-01-20T10:15:00+0530",8598.55,8605,8592.75,8599.25,0
"2015-01-20T11:15:00+0530",8599.3,8608.4,8592,8603.9,0
"2015-01-20T12:15:00+0530",8604.25,8629.3,8602.7,8624.45,0
"2015-01-20T13:15:00+0530",8623.85,8658.6,8614,8654.6,0
"2015-01-20T14:15:00+0530",8654.9,8707.75,8654.5,8689.85,0
"2015-01-20T15:15:00+0530",8689.9,8696.9,8687.1,8691.25,0
"2015-01-21T09:15:00+0530",8719.65,8741.5,8699.9,8715.75,0
"2015-01-21T10:15:00+0530",8716.25,8733.15,8689.7,8704.5,0
"2015-01-21T11:15:00+0530",8704.85,8728.45,8696.4,8720.25,0
"2015-01-21T12:15:00+0530",8719.9,8724.75,8703.05,8719.8,0
"2015-01-21T13:15:00+0530",8719.75,8734.6,8712.25,8715.3,0
"2015-01-21T14:15:00+0530",8715.1,8733.7,8703.2,8730.7,0
"2015-01-21T15:15:00+0530",8731.3,8734.8,8723.6,8728.05,0
"2015-01-22T09:15:00+0530",8745.85,8764.25,8735,8762.05,0
"2015-01-22T10:15:00+0530",8764.15,8772.45,8747.8,8754.7,0
"2015-01-22T11:15:00+0530",8754.85,8765.6,8750.05,8758.45,0
"2015-01-22T12:15:00+0530",8757.5,8760.95,8741.55,8746.65,0
"2015-01-22T13:15:00+0530",8746.55,8761.8,8728.75,8735.35,0
"2015-01-22T14:15:00+0530",8735.05,8761.2,8727.15,8760.3,0
"2015-01-22T15:15:00+0530",8759.95,8774,8759.95,8762.2,0
"2015-01-23T09:15:00+0530",8827.95,8866.15,8827.95,8843.7,0
"2015-01-23T10:15:00+0530",8843.25,8843.75,8795.6,8806.15,0
"2015-01-23T11:15:00+0530",8805.6,8820.95,8799.5,8807.7,0
"2015-01-23T12:15:00+0530",8807.5,8827.9,8807.15,8822.4,0
"2015-01-23T13:15:00+0530",8822.65,8837,8806.7,8830.35,0
"2015-01-23T14:15:00+0530",8830.1,8849.6,8819.25,8834.85,0
"2015-01-23T15:15:00+0530",8834.9,8837.05,8822.35,8823.55,0
"2015-01-27T09:15:00+0530",8871.35,8874.7,8826.1,8854.3,0
"2015-01-27T10:15:00+0530",8853.95,8861.15,8840.05,8847.15,0
"2015-01-27T11:15:00+0530",8847.7,8850.05,8825.55,8833.45,0
"2015-01-27T12:15:00+0530",8833.45,8853,8833.1,8850.2,0
"2015-01-27T13:15:00+0530",8849.6,8864.45,8842.55,8851.15,0
"2015-01-27T14:15:00+0530",8850.8,8924.95,8850.55,8915.5,0
"2015-01-27T15:15:00+0530",8915.35,8916.3,8902,8904.2,0
"2015-01-28T09:15:00+0530",8902.75,8917.95,8889.35,8909.15,0
"2015-01-28T10:15:00+0530",8910.15,8930.65,8898.4,8928,0
"2015-01-28T11:15:00+0530",8928.7,8961.8,8928,8955.3,0
"2015-01-28T12:15:00+0530",8955.25,8985.05,8907.55,8928.7,0
"2015-01-28T13:15:00+0530",8928.15,8936.7,8892.45,8907.75,0
"2015-01-28T14:15:00+0530",8907.8,8923.75,8874.2,8920.05,0
"2015-01-28T15:15:00+0530",8920.25,8921,8905,8906.8,0
"2015-01-29T09:15:00+0530",8901.5,8901.5,8861.65,8873.4,0
"2015-01-29T10:15:00+0530",8873.6,8892.65,8872.75,8872.75,0
"2015-01-29T11:15:00+0530",8872.7,8907.45,8863.4,8900.15,0
"2015-01-29T12:15:00+0530",8898.75,8900,8874.35,8876.65,0
"2015-01-29T13:15:00+0530",8875.95,8904.95,8872,8883.2,0
"2015-01-29T14:15:00+0530",8882.9,8966.2,8871.35,8953.45,0
"2015-01-29T15:15:00+0530",8954.05,8958.6,8945.05,8950.2,0
"2015-01-30T09:15:00+0530",8996.6,8996.6,8917.4,8925.6,0
"2015-01-30T10:15:00+0530",8925.8,8938,8861.95,8868.1,0
"2015-01-30T11:15:00+0530",8867.85,8882.3,8820.5,8834.85,0
"2015-01-30T12:15:00+0530",8834.65,8858.25,8829.1,8835.1,0
"2015-01-30T13:15:00+0530",8834.85,8854.25,8798.55,8799.1,0
"2015-01-30T14:15:00+0530",8799.7,8823.75,8775.6,8808.05,0
"2015-01-30T15:15:00+0530",8807.95,8824.35,8798.1,8821.45,0
"2015-02-02T09:15:00+0530",8802.5,8807.8,8772.45,8777.25,0
"2015-02-02T10:15:00+0530",8776.85,8805.25,8772.65,8786.75,0
"2015-02-02T11:15:00+0530",8786.3,8792.35,8751.45,8768.5,0
"2015-02-02T12:15:00+0530",8767.85,8769.75,8752.85,8758.45,0
"2015-02-02T13:15:00+0530",8758.8,8839.9,8755.35,8826.25,0
"2015-02-02T14:15:00+0530",8825.9,8826.8,8775.35,8797.05,0
"2015-02-02T15:15:00+0530",8797.1,8803.55,8789.6,8798.15,0
"2015-02-03T09:15:00+0530",8823.15,8836.45,8798.2,8801.2,0
"2015-02-03T10:15:00+0530",8801.45,8836.05,8768.7,8828.45,0
"2015-02-03T11:15:00+0530",8827.6,8827.6,8729.7,8741.65,0
"2015-02-03T12:15:00+0530",8741.4,8758.75,8726.65,8733.6,0
"2015-02-03T13:15:00+0530",8734.2,8795.8,8731.45,8770.35,0
"2015-02-03T14:15:00+0530",8770.6,8784.15,8752.75,8761.8,0
"2015-02-03T15:15:00+0530",8761.25,8761.85,8740.4,8746.65,0
"2015-02-04T09:15:00+0530",8789.15,8791.45,8732.55,8740.6,0
"2015-02-04T10:15:00+0530",8741.6,8757.55,8716.75,8745.5,0
"2015-02-04T11:15:00+0530",8746,8764.7,8740.9,8747.85,0
"2015-02-04T12:15:00+0530",8747.9,8780.3,8735.2,8771.65,0
"2015-02-04T13:15:00+0530",8771.4,8774.25,8750.3,8759.35,0
"2015-02-04T14:15:00+0530",8759.4,8773.6,8723.45,8724.35,0
"2015-02-04T15:15:00+0530",8724.35,8725.25,8704.7,8713.95,0
"2015-02-05T09:15:00+0530",8733.1,8761.6,8705.75,8757.4,0
"2015-02-05T10:15:00+0530",8758,8767.85,8738.45,8752.95,0
"2015-02-05T11:15:00+0530",8753.55,8766.35,8742.05,8751.75,0
"2015-02-05T12:15:00+0530",8751.6,8779,8748.8,8778.55,0
"2015-02-05T13:15:00+0530",8778.2,8838.3,8777.55,8824.15,0
"2015-02-05T14:15:00+0530",8822.4,8829.2,8707.8,8708,0
"2015-02-05T15:15:00+0530",8708,8712.7,8683.95,8699.4,0
"2015-02-06T09:15:00+0530",8696.85,8725.8,8690.35,8696,0
"2015-02-06T10:15:00+0530",8696.85,8700.85,8663.1,8686.6,0
"2015-02-06T11:15:00+0530",8686.35,8706,8671,8692.5,0
"2015-02-06T12:15:00+0530",8692.4,8716.1,8679.75,8687,0
"2015-02-06T13:15:00+0530",8687.05,8697.4,8675.8,8688.2,0
"2015-02-06T14:15:00+0530",8688.7,8689.1,8646.65,8654.7,0
"2015-02-06T15:15:00+0530",8654.75,8669.5,8651.4,8666,0
"2015-02-09T09:15:00+0530",8584.4,8603.9,8551.95,8562.4,0
"2015-02-09T10:15:00+0530",8562.55,8578.9,8548.2,8556.95,0
"2015-02-09T11:15:00+0530",8556.75,8581.45,8554.15,8565.95,0
"2015-02-09T12:15:00+0530",8566,8592.35,8563.8,8582.4,0
"2015-02-09T13:15:00+0530",8582.3,8592.9,8558.7,8564.15,0
"2015-02-09T14:15:00+0530",8564.55,8567.5,8521.15,8525.2,0
"2015-02-09T15:15:00+0530",8525.65,8530.75,8516.35,8518.3,0
"2015-02-10T09:15:00+0530",8478.1,8612.95,8472.05,8583.95,0
"2015-02-10T10:15:00+0530",8584.15,8609.55,8575.9,8600.55,0
"2015-02-10T11:15:00+0530",8600.8,8646.15,8572.85,8580.9,0
"2015-02-10T12:15:00+0530",8581.75,8594.85,8553.75,8569.65,0
"2015-02-10T13:15:00+0530",8569.2,8576.15,8474.95,8495.65,0
"2015-02-10T14:15:00+0530",8494.5,8579.85,8483.55,8552.3,0
"2015-02-10T15:15:00+0530",8552.1,8579.25,8548.15,8578.85,0
"2015-02-11T09:15:00+0530",8603.3,8619.95,8595.15,8609.85,0
"2015-02-11T10:15:00+0530",8609.8,8630.9,8594.05,8607.5,0
"2015-02-11T11:15:00+0530",8607.75,8624,8599.85,8618.45,0
"2015-02-11T12:15:00+0530",8618.35,8645.55,8612.7,8637.85,0
"2015-02-11T13:15:00+0530",8637.9,8651.9,8602.15,8627.7,0
"2015-02-11T14:15:00+0530",8628,8648,8618,8624.05,0
"2015-02-11T15:15:00+0530",8625.5,8638.6,8624.05,8635.5,0
"2015-02-12T09:15:00+0530",8676.95,8681.4,8623.2,8634.4,0
"2015-02-12T10:15:00+0530",8634.4,8639.7,8615.65,8629.5,0
"2015-02-12T11:15:00+0530",8629.1,8632.7,8599.4,8612.9,0
"2015-02-12T12:15:00+0530",8613.35,8617.75,8602.45,8611.95,0
"2015-02-12T13:15:00+0530",8612.2,8655.25,8609.45,8651.3,0
"2015-02-12T14:15:00+0530",8650.65,8725.95,8645.45,8721.95,0
"2015-02-12T15:15:00+0530",8721.05,8732.15,8713.05,8728.4,0
"2015-02-13T09:15:00+0530",8741.5,8766.55,8730,8754.4,0
"2015-02-13T10:15:00+0530",8754.45,8760,8735.7,8747.1,0
"2015-02-13T11:15:00+0530",8746.45,8780.7,8741.9,8769.35,0
"2015-02-13T12:15:00+0530",8769.05,8795.65,8756.5,8775.7,0
"2015-02-13T13:15:00+0530",8776.3,8799.05,8774.55,8797.2,0
"2015-02-13T14:15:00+0530",8798.1,8821.7,8791.8,8808.05,0
"2015-02-13T15:15:00+0530",8808.15,8809.8,8790.6,8803.05,0
"2015-02-16T09:15:00+0530",8831.4,8869.95,8825.4,8861.95,0
"2015-02-16T10:15:00+0530",8861.7,8869.35,8844.45,8846.4,0
"2015-02-16T11:15:00+0530",8846.05,8846.1,8815.3,8822.6,0
"2015-02-16T12:15:00+0530",8823.1,8838.15,8817.25,8826.65,0
"2015-02-16T13:15:00+0530",8826.75,8845.7,8824.05,8839.15,0
"2015-02-16T14:15:00+0530",8838.3,8855.8,8801.9,8803.75,0
"2015-02-16T15:15:00+0530",8803.8,8808.7,8793.7,8808.7,0
"2015-02-18T09:15:00+0530",8811.55,8851.5,8810.05,8850.65,0
"2015-02-18T10:15:00+0530",8850.45,8861.85,8841.85,8854.3,0
"2015-02-18T11:15:00+0530",8854.65,8861.5,8839.35,8840.05,0
"2015-02-18T12:15:00+0530",8840.1,8854.45,8837.7,8853.45,0
"2015-02-18T13:15:00+0530",8853.5,8872.55,8834.9,8869.75,0
"2015-02-18T14:15:00+0530",8869.55,8893.9,8863,8870.25,0
"2015-02-18T15:15:00+0530",8869.95,8873.05,8859.25,8865.25,0
"2015-02-19T09:15:00+0530",8883.05,8902.55,8879.25,8894.6,0
"2015-02-19T10:15:00+0530",8894.3,8897.15,8809.95,8826.4,0
"2015-02-19T11:15:00+0530",8826.7,8842.5,8816.55,8831.1,0
"2015-02-19T12:15:00+0530",8830.85,8849.35,8824.95,8832.4,0
"2015-02-19T13:15:00+0530",8832.45,8844.5,8794.55,8804.3,0
"2015-02-19T14:15:00+0530",8805,8905,8803.75,8904,0
"2015-02-19T15:15:00+0530",8905.35,8913.45,8894.75,8898.35,0
"2015-02-20T09:15:00+0530",8895.5,8895.5,8816.5,8835.8,0
"2015-02-20T10:15:00+0530",8835.85,8852.05,8832.5,8845.3,0
"2015-02-20T11:15:00+0530",8845.15,8887.6,8843.6,8863.45,0
"2015-02-20T12:15:00+0530",8863.8,8874.85,8851.6,8865.1,0
"2015-02-20T13:15:00+0530",8864.55,8890.1,8833.3,8865.15,0
"2015-02-20T14:15:00+0530",8865.3,8876.15,8831.95,8833.75,0
"2015-02-20T15:15:00+0530",8833.6,8836.7,8821.55,8827.7,0
"2015-02-23T09:15:00+0530",8856.85,8868.9,8839.2,8842.05,0
"2015-02-23T10:15:00+0530",8842.1,8861.1,8842.1,8849.8,0
"2015-02-23T11:15:00+0530",8849.55,8851,8832.1,8847.6,0
"2015-02-23T12:15:00+0530",8847.3,8853,8839.55,8850.6,0
"2015-02-23T13:15:00+0530",8850.15,8856.1,8768.6,8776.35,0
"2015-02-23T14:15:00+0530",8776.05,8785.5,8748.8,8759.9,0
"2015-02-23T15:15:00+0530",8758.1,8761.45,8737.25,8742.8,0
"2015-02-24T09:15:00+0530",8772.9,8775.7,8746.5,8755.55,0
"2015-02-24T10:15:00+0530",8755.5,8777.1,8737.15,8749.35,0
"2015-02-24T11:15:00+0530",8749.5,8769.7,8741.9,8763.65,0
"2015-02-24T12:15:00+0530",8763.7,8770,8743,8753.15,0
"2015-02-24T13:15:00+0530",8753.15,8800.5,8751.7,8774.65,0
"2015-02-24T14:15:00+0530",8774.7,8775.7,8727.25,8770.1,0
"2015-02-24T15:15:00+0530",8770.4,8774.6,8757.25,8760.8,0
"2015-02-25T09:15:00+0530",8802.65,8840.5,8798.6,8816.2,0
"2015-02-25T10:15:00+0530",8815.95,8828.75,8809.45,8817.55,0
"2015-02-25T11:15:00+0530",8817.45,8828.8,8815.35,8820,0
"2015-02-25T12:15:00+0530",8820.25,8832.8,8805.45,8809.55,0
"2015-02-25T13:15:00+0530",8808.75,8820.85,8767.25,8769.85,0
"2015-02-25T14:15:00+0530",8771.4,8784.95,8751.65,8771.8,0
"2015-02-25T15:15:00+0530",8771.75,8773.45,8762.65,8765.25,0
"2015-02-26T09:15:00+0530",8779,8783.6,8734.15,8747.8,0
"2015-02-26T10:15:00+0530",8747.5,8750.25,8731.7,8745.3,0
"2015-02-26T11:15:00+0530",8745.65,8756.45,8727.05,8739.4,0
"2015-02-26T12:15:00+0530",8739.05,8746,8706.9,8734.1,0
"2015-02-26T13:15:00+0530",8733.5,8737.5,8673.65,8708.4,0
"2015-02-26T14:15:00+0530",8708.9,8734.6,8669.85,8680.85,0
"2015-02-26T15:15:00+0530",8681.1,8695.7,8679,8694.65,0
"2015-02-27T09:15:00+0530",8729.5,8757.25,8722.95,8736,0
"2015-02-27T10:15:00+0530",8736.2,8741.8,8717.6,8731.6,0
"2015-02-27T11:15:00+0530",8733.1,8774.4,8730.75,8773,0
"2015-02-27T12:15:00+0530",8773.45,8805.5,8761.35,8804.55,0
"2015-02-27T13:15:00+0530",8804.3,8830.2,8796.5,8815.6,0
"2015-02-27T14:15:00+0530",8817.65,8853.9,8802.45,8851.55,0
"2015-02-27T15:15:00+0530",8852.45,8856.95,8839.65,8850.65,0
"2015-02-28T09:15:00+0530",8913.05,8919.55,8895.75,8908.35,0
"2015-02-28T10:15:00+0530",8905.7,8929.6,8887.95,8920.45,0
"2015-02-28T11:15:00+0530",8919.5,8927.95,8835.15,8906.35,0
"2015-02-28T12:15:00+0530",8906.2,8940.8,8809.05,8826.85,0
"2015-02-28T13:15:00+0530",8825.8,8826.25,8751.6,8801.4,0
"2015-02-28T14:15:00+0530",8801.8,8911.8,8800.45,8907.1,0
"2015-02-28T15:15:00+0530",8908.8,8930.35,8895.3,8920.75,0
"2015-03-02T09:15:00+0530",8954.6,8969.2,8923.4,8960.4,0
"2015-03-02T10:15:00+0530",8959.85,8971.7,8917.95,8927.35,0
"2015-03-02T11:15:00+0530",8927.25,8927.25,8885.65,8903.75,0
"2015-03-02T12:15:00+0530",8903.8,8930.85,8891.35,8898.8,0
"2015-03-02T13:15:00+0530",8898.9,8928.85,8892.9,8928.25,0
"2015-03-02T14:15:00+0530",8928.7,8964,8912.9,8958.8,0
"2015-03-02T15:15:00+0530",8959.3,8969.9,8952.4,8961.55,0
"2015-03-03T09:15:00+0530",8962.85,8963.4,8925.7,8952.3,0
"2015-03-03T10:15:00+0530",8952.25,8969.55,8946.55,8952.05,0
"2015-03-03T11:15:00+0530",8952.05,8964.5,8937,8961.2,0
"2015-03-03T12:15:00+0530",8961.15,8983.55,8958.2,8976.85,0
"2015-03-03T13:15:00+0530",8976.95,8990.45,8960.7,8981.95,0
"2015-03-03T14:15:00+0530",8981.85,9008.25,8975.65,8989.95,0
"2015-03-03T15:15:00+0530",8992.4,8999.95,8990.5,8996.75,0
"2015-03-04T09:15:00+0530",9109.15,9117.3,9059.9,9081.15,0
"2015-03-04T10:15:00+0530",9081.3,9082.6,9052.3,9064.95,0
"2015-03-04T11:15:00+0530",9065.85,9071.55,9021.15,9040.3,0
"2015-03-04T12:15:00+0530",9040.25,9062.15,9037.35,9044.7,0
"2015-03-04T13:15:00+0530",9044.55,9058.2,9024.25,9024.65,0
"2015-03-04T14:15:00+0530",9024.75,9035.2,8894.5,8922.2,0
"2015-03-04T15:15:00+0530",8919.8,8922.5,8902.75,8918.4,0
"2015-03-05T09:15:00+0530",8929.4,8948.6,8892.65,8918.45,0
"2015-03-05T10:15:00+0530",8918.4,8939.4,8914.6,8927.65,0
"2015-03-05T11:15:00+0530",8927,8934.55,8893.85,8906.05,0
"2015-03-05T12:15:00+0530",8906.1,8911.05,8852.3,8862.75,0
"2015-03-05T13:15:00+0530",8862.9,8922,8849.45,8915.2,0
"2015-03-05T14:15:00+0530",8914.95,8957.35,8892.2,8952.05,0
"2015-03-05T15:15:00+0530",8950,8953.35,8930.95,8937.75,0
"2015-03-09T09:15:00+0530",8877.3,8877.3,8803.7,8818.85,0
"2015-03-09T10:15:00+0530",8819.35,8827.85,8801.1,8812.95,0
"2015-03-09T11:15:00+0530",8812.3,8829.8,8804.55,8820.9,0
"2015-03-09T12:15:00+0530",8820,8824.5,8788.3,8788.9,0
"2015-03-09T13:15:00+0530",8788.4,8793.35,8754.1,8777.45,0
"2015-03-09T14:15:00+0530",8778.35,8794.35,8755.8,8758.25,0
"2015-03-09T15:15:00+0530",8758.8,8758.8,8740.45,8743.25,0
"2015-03-10T09:15:00+0530",8769.75,8769.75,8725.4,8734.15,0
"2015-03-10T10:15:00+0530",8734.4,8777.95,8734.15,8759.85,0
"2015-03-10T11:15:00+0530",8760.15,8770.55,8745.4,8753.65,0
"2015-03-10T12:15:00+0530",8753.55,8765.35,8728.6,8734.15,0
"2015-03-10T13:15:00+0530",8734.5,8743.6,8694.2,8709.35,0
"2015-03-10T14:15:00+0530",8708.05,8730.8,8677.6,8717.3,0
"2015-03-10T15:15:00+0530",8716.6,8726.35,8711.2,8725.6,0
"2015-03-11T09:15:00+0530",8728.75,8744.5,8714.6,8739.65,0
"2015-03-11T10:15:00+0530",8739.85,8747,8700.9,8712.9,0
"2015-03-11T11:15:00+0530",8712.85,8717.65,8688.1,8711.55,0
"2015-03-11T12:15:00+0530",8710.8,8727,8701.75,8713.9,0
"2015-03-11T13:15:00+0530",8715.65,8732.05,8691.1,8727.3,0
"2015-03-11T14:15:00+0530",8727.1,8755.3,8695.8,8696.15,0
"2015-03-11T15:15:00+0530",8695.15,8703.65,8682.5,8701.8,0
"2015-03-12T09:15:00+0530",8740.65,8773.2,8733.5,8755.85,0
"2015-03-12T10:15:00+0530",8756.35,8768.75,8750.25,8759.45,0
"2015-03-12T11:15:00+0530",8759.35,8765.65,8744,8751.5,0
"2015-03-12T12:15:00+0530",8751.55,8771.4,8747.35,8754.95,0
"2015-03-12T13:15:00+0530",8755.55,8769.6,8745,8756.45,0
"2015-03-12T14:15:00+0530",8754.95,8786.2,8749.05,8780.25,0
"2015-03-12T15:15:00+0530",8782.55,8783.75,8771.4,8771.4,0
"2015-03-13T09:15:00+0530",8844.05,8844.05,8730.6,8750.75,0
"2015-03-13T10:15:00+0530",8750.1,8762.9,8724.65,8736.45,0
"2015-03-13T11:15:00+0530",8736.4,8740.95,8671.95,8689.95,0
"2015-03-13T12:15:00+0530",8690.1,8702.8,8681.05,8689.55,0
"2015-03-13T13:15:00+0530",8689.45,8701.35,8640.5,8656.25,0
"2015-03-13T14:15:00+0530",8656,8663.2,8632.4,8638.2,0
"2015-03-13T15:15:00+0530",8638.2,8664.3,8634.85,8661.1,0
"2015-03-16T09:15:00+0530",8641.1,8649.15,8620,8639.15,0
"2015-03-16T10:15:00+0530",8637.9,8647.95,8630.1,8632.5,0
"2015-03-16T11:15:00+0530",8632.45,8652.4,8624.05,8625.85,0
"2015-03-16T12:15:00+0530",8625.75,8632.45,8612.15,8631.3,0
"2015-03-16T13:15:00+0530",8630.7,8642.75,8621.3,8622.9,0
"2015-03-16T14:15:00+0530",8622.85,8660.8,8614.35,8633.65,0
"2015-03-16T15:15:00+0530",8633.65,8641.15,8629.35,8639.6,0
"2015-03-17T09:15:00+0530",8689.1,8730.6,8665.45,8723.25,0
"2015-03-17T10:15:00+0530",8722.2,8729,8711.6,8722.25,0
"2015-03-17T11:15:00+0530",8722.4,8737.35,8670.3,8682,0
"2015-03-17T12:15:00+0530",8681,8693.5,8642,8653.85,0
"2015-03-17T13:15:00+0530",8654.15,8665.15,8631.15,8658.1,0
"2015-03-17T14:15:00+0530",8659.35,8736.65,8639.2,8731.55,0
"2015-03-17T15:15:00+0530",8732,8742.1,8720.85,8722.35,0
"2015-03-18T09:15:00+0530",8742.9,8746.4,8682.25,8710.5,0
"2015-03-18T10:15:00+0530",8710.95,8714.85,8683.85,8698.75,0
"2015-03-18T11:15:00+0530",8697.75,8733.25,8690.3,8720,0
"2015-03-18T12:15:00+0530",8722.85,8727.8,8707.5,8722.6,0
"2015-03-18T13:15:00+0530",8722.4,8726.35,8674.05,8699.7,0
"2015-03-18T14:15:00+0530",8699.2,8704.95,8664.35,8688.75,0
"2015-03-18T15:15:00+0530",8688.55,8690.65,8676.55,8680.9,0
"2015-03-19T09:15:00+0530",8749.45,8787.95,8732.15,8779,0
"2015-03-19T10:15:00+0530",8778.75,8779.15,8739.2,8742.65,0
"2015-03-19T11:15:00+0530",8741.05,8753,8723.95,8744,0
"2015-03-19T12:15:00+0530",8744,8753,8726.3,8736.5,0
"2015-03-19T13:15:00+0530",8736.1,8754.85,8733.9,8743.3,0
"2015-03-19T14:15:00+0530",8743.6,8749.45,8614.95,8634.15,0
"2015-03-19T15:15:00+0530",8634.9,8638.5,8620.25,8622.9,0
"2015-03-20T09:15:00+0530",8627.9,8627.9,8589.85,8597.9,0
"2015-03-20T10:15:00+0530",8597.65,8607.6,8575.3,8603.95,0
"2015-03-20T11:15:00+0530",8603.3,8620.9,8581.95,8592.45,0
"2015-03-20T12:15:00+0530",8592.6,8599.2,8563,8578.75,0
"2015-03-20T13:15:00+0530",8579.35,8606.15,8572.7,8582.55,0
"2015-03-20T14:15:00+0530",8583.95,8596.5,8565.5,8570.05,0
"2015-03-20T15:15:00+0530",8569.95,8588.3,8553.3,8584.85,0
"2015-03-23T09:15:00+0530",8591.55,8607.9,8560.15,8575.8,0
"2015-03-23T10:15:00+0530",8576.6,8588.75,8567.05,8575.9,0
"2015-03-23T11:15:00+0530",8575.55,8595.05,8566.85,8590.7,0
"2015-03-23T12:15:00+0530",8590.65,8595.15,8573,8578.1,0
"2015-03-23T13:15:00+0530",8578.25,8589.8,8546.95,8550.7,0
"2015-03-23T14:15:00+0530",8550.45,8567.75,8540.75,8554.8,0
"2015-03-23T15:15:00+0530",8554.1,8555.95,8541.2,8550.95,0
"2015-03-24T09:15:00+0530",8537.05,8582.25,8537.05,8578.45,0
"2015-03-24T10:15:00+0530",8578.35,8588.6,8565.55,8582.15,0
"2015-03-24T11:15:00+0530",8582.15,8602.95,8574.2,8585.8,0
"2015-03-24T12:15:00+0530",8586.6,8591.25,8577,8579.7,0
"2015-03-24T13:15:00+0530",8579.55,8621.6,8547.2,8621.6,0
"2015-03-24T14:15:00+0530",8621.95,8626.65,8536.95,8541.8,0
"2015-03-24T15:15:00+0530",8541.7,8552.6,8538.3,8549.9,0
"2015-03-25T09:15:00+0530",8568.9,8573.45,8543.35,8546.45,0
"2015-03-25T10:15:00+0530",8547.4,8561.1,8539.35,8554.5,0
"2015-03-25T11:15:00+0530",8555.65,8557.1,8537.45,8545.75,0
"2015-03-25T12:15:00+0530",8546.25,8546.45,8530.8,8536.5,0
"2015-03-25T13:15:00+0530",8536.1,8542.6,8518.25,8537.5,0
"2015-03-25T14:15:00+0530",8537.7,8548.95,8517.9,8531.95,0
"2015-03-25T15:15:00+0530",8531.65,8533.6,8517,8517,0
"2015-03-26T09:15:00+0530",8474.95,8498.9,8463.45,8473.9,0
"2015-03-26T10:15:00+0530",8473.15,8475.85,8460.3,8467.65,0
"2015-03-26T11:15:00+0530",8467.8,8472.1,8438.4,8452.05,0
"2015-03-26T12:15:00+0530",8451,8453.9,8434.95,8447.9,0
"2015-03-26T13:15:00+0530",8447.75,8450,8401.05,8414.85,0
"2015-03-26T14:15:00+0530",8414.45,8415.25,8326.35,8339.45,0
